docid,text,person_id,first_name,last_name,date,Party,Constituency,label
,,,,,,,4,
text21101,"There are, of course, other methods for shareholders to question directors of a company. There will be shareholders’ days, for example. The reality is that businesses will be reacting and doing their best to try to get information to their shareholders. I am sure that the hon. Lady’s point will be noted, but the intention  of this Bill — and, I think, of the business community — is not in any way to use these measures to restrict shareholders’ access to information. This is actually about making sure that we can get past the pandemic and be in a position to bounce back.The flexibility in terms of these meetings and filings will apply from 26 March — retrospectively, obviously — until 30 September. The measures also enable AGMs to be postponed until 30 September this year, where necessary.",24902,Alok,Sharma,03/06/2020,Conservative,Reading West,4
text57587,"Yes, I strongly agree with my hon. Friend, who speaks very powerfully about the need for proper, authorised information about these vaccines, which save lives. We have been very careful to ensure that the independent regulator makes the decision on how these vaccines should be deployed, and indeed whether they should be deployed, and it is confident in their safety and their efficacy. It is that information, and all the information that is set out by the NHS, that people should look to if they have questions — if they want to know how and why the vaccine works, and who it should be used for. I pay tribute to all those who work in the hospitals of Gloucestershire. It is hard work at the moment in the NHS. Rates of coronavirus in Gloucestershire have really shot up over just the past two or three weeks, and unfortunately that is why we have had to take the action that we have on restrictions. I want to thank all of the NHS for doing all the work that it has been doing over Christmas and will have to do over the weeks ahead.",24773,Matthew,Hancock,30/12/2020,Conservative,West Suffolk,4
text20678,"It is a logical question. I have said that I will update the House in due course on that. I am looking at several options to get the most complete and accurate data for us to use in the boundary review this year. I am not seeking to avoid answering the hon. Gentleman’s question, but I will be in a position to bring the information forward during the Bill’s later stages, when I look forward very much to completing the reassurance I am giving the House that we want to use the best data that is unaffected by the pandemic. That stands slightly separately from arguments that perhaps he or other colleagues would like to make about other types of data that should be used. I am talking specifically about how to handle coronavirus. I know that he will understand that that needs to be kept in mind.I was about to go on to say that I am in contact with the electoral administrators throughout the sector to see, up to the very latest moment, the challenges they face and how they can be dealt with in the publication of canvass data to give the best input to the Bill and for all the other purposes for which canvass data are used — mainly helping people to register to vote.The Bill is very important. It is technical, but its goal is simple: to ensure 650 equal and updated constituencies. The people of the UK deserve fair votes and effective representation, and to have trust in and certainty about the boundary review process that delivers those things. I commend the Bill to the House.",24691,Chloe,Smith,02/06/2020,Conservative,Norwich North,4
text39562,"I thank my hon. Friend for his comments. I have tried to take a constructive approach to such differences throughout the crisis. We live in an environment where we have a devolved Government in Wales. The point I am trying to make today is that it is important for Labour Members to consider how the Welsh Government have dealt with many issues. There have been all sorts of comments about how we were late to lock down and on testing and tracing. To be honest, similar approaches were taken by the Welsh Government. It is important to consider that in this debate.That supports my point that we are all learning as the pandemic evolves. Implementing major projects such as test and trace on a scale and tight timescale unprecedented in peacetime does create problems. Of course there are bumps in the road, but I commend my right hon. Friend the Health Secretary for the enormous progress already made, particularly with the 12.4 million downloads of the app this weekend and the 20 millionth test today, which he mentioned earlier.Like those who spoke before me, I would like to sing the praises of all those in the health and social care sectors and key workers, particularly those caring for people with illnesses and severe conditions other than coronavirus. For example, the health centre in Llangollen in my constituency is praised by everybody locally for providing thousands of flu jabs in a highly efficient manner. They and other doctors’ surgeries across Clwyd South are triaging patients’ conditions and providing medical care via different routes, ranging from face-to-face meetings to online e-consultations. That is to be praised.I am encouraged and satisfied by the assurances that the Secretary of State gave at the start of the debate about the scope of scutiny of the Government’s measures, particularly the need for the Government to take quick and decisive action at critical moments in the crisis.",25799,Simon,Baynes,28/09/2020,Conservative,Clwyd South,4
text34541,"It is incredibly important that people have the confidence to know that when workplaces are covid-secure, it is safe to go to them. Trying to get through this pandemic, protecting as much as possible the education of our young people and the livelihoods of people in work, while keeping the virus under control, is a difficult and challenging balance, but it is the right balance to be attempting to strike. The hon. Gentleman might note that both the actions of the Scottish Government and the actions that we are taking locally, for instance today in Bolton, have economic consequences, and I regret that, but they are targeted as much as possible on reducing the social activity, which is where we are increasingly seeing transmission.",24773,Matthew,Hancock,08/09/2020,Conservative,West Suffolk,3
text69165,"It is a pleasure to follow the hon. Member for Hampstead and Kilburn (Tulip Siddiq), who made a powerful speech.“A woman is like a tea bag: you can’t tell how strong she is until you put her in hot water.”After the year we have had, Eleanor Roosevelt’s words certainly strike a chord. Women have spent more time home schooling and are more likely to have been furloughed and to have experienced anxiety and loneliness. I want to thank all the women in Rushcliffe, whose sacrifices have got their families and communities through this pandemic. In particular, I want to thank four incredible women.First, Hetvi Parekh recently won the Prime Minister’s Points of Light award for her volunteering with Sewa Day. She has provided hot meals to frontline NHS staff, furnished a respite room in Queen’s Medical Centre hospital, and made 750 activity packs for children on low incomes, which I am told involved wrestling with a staggering 29,000 pipe cleaners. No task is too big, no challenge too daunting. She is currently collecting Easter eggs for children living in refuges.Then there is Nicola Brindley, with whom I am working to set up a network of J9 safe spaces in Rushcliffe, where survivors of domestic abuse can go to get help. J9 is named after Janine Mundy, who was murdered by her ex-husband. Nicola has trained 60 people in Rushcliffe. She set up J9 in all Nottingham’s jobcentres and launched a programme to train a domestic abuse specialist in every jobcentre across the country. That work has saved lives from day one.Farah Jamil set up Meet, Greet and Eat a year ago — a project that enables adults with additional needs to come together and create a place they can call their own. It helps participants build confidence, communication and practical skills. The group provides food bags and hot meals to elderly people, and it wants to set up a café and a social supermarket, providing opportunities for adults with additional needs to learn, grow and be themselves.Jill Mathers started the Cotgrave Community Kitchen in 2019 to tackle social isolation. It gets everyone together for a nutritious meal at an affordable price. Refusing to be beaten by lockdown, Jill and her volunteers provide 200 weekly food bags and takeaway meals. She also runs a mini-market with donations from FareShare. She cooked 188 Christmas lunches for local pensioners. She hopes she will soon be able to open a community café, providing a social space, training opportunities and a market for locally grown produce.Women are survivors. Women are fighters. As the stories of Hetvi, Nicola, Farah and Jill show, women are the heroes at the heart of our communities.",25854,Ruth,Edwards,11/03/2021,Conservative,Rushcliffe,4
text42450,"This Government are of course obliged to adapt their plans to combat the virus, as the epidemic changes shape and changes course. Our objective remains unchanged, which is to get the R rate down in the hon. Gentleman’s constituency and elsewhere, while keeping education open and keeping our economy going. That is something on which both sides of this House are united.",10999,Boris,Johnson,12/10/2020,Conservative,Uxbridge and South Ruislip,3
text34853,"My simple request of Ministers today is that they summon the confidence to target support where it is needed most. The Chief Secretary said today to the House that he would not do that because a number of questions need answering. I may be old-fashioned — I hope he listens, as he leaves the Chamber — but I am sure it is for Ministers to answer the questions, not to sit back and wait for others to do their homework for them. If the Chief Secretary is not willing to provide sector-specific support, perhaps he could set out at the Dispatch Box why he is not willing to do that, as opposed to posing questions to Members in this House and deflecting from the call to arms.Supporting the industrial foundations needed for our recovery and our future growth is right not just in terms of industrial policy, but in terms of spending taxpayers’ money.The Government are understandably borrowing significant amounts of money, but they must spend every pound prudently. Wasting a few billion here and a few billion there is not acceptable when there are so many jobs and businesses on the line.Ministers today might refer to HMRC reports that an estimated £3.5 billion has been fraudulently claimed from the furlough scheme, but that is the obvious pitfall of an open-to-all scheme. Bespoke packages of support to strategically important sectors would be negotiated directly with those businesses, with the due diligence and obligations that come with that. I hope that Ministers, too, will have the sophistication to differentiate support for the strategically important sectors — important for the foundations of our economy and our future growth — and the vast number of jobs in the broader economy that fish around them. If strategically important sectors cannot reopen or get back to work, the knock-on effect for bus drivers, security guards, coffee shops and the like, as well as the hospitality, creative and tourism sectors that rely on workers having money to spend, is clearly significant.I have confidence that the Government are able to meet those challenges. In addition to sector-specific support, including for sectors that will take longer to reopen, that means two things. First, we need to ensure that we have an adequate test and trace system that gives employers, workers and unions the confidence to return to the workplace. It is not working; getting it right is crucial to retaining jobs in the economy. Secondly, we need the Chancellor to bring forward a fiscal investment in people, as well as a fiscal investment in infrastructure, with proper redundancy support services attached to skills and training opportunities in every part of the country.British businesses are up for that challenge, from bringing forward R&D projects and decarbonising to pulling together in the national interest. This pandemic has shown the powerful partnership that can be formed  between Government, businesses, workers and unions during times of crisis. We should try to hold on to that collective endeavour as we seek to recover and build the British economy, but that requires Ministers to step up to that challenge, to answer the questions that are being posed of them, and to take the necessary action to protect jobs and businesses across the whole of the country.",25637,Darren,Jones,09/09/2020,Labour,Bristol North West,4
text35972,"I am grateful for the question. We will be voting against this Bill this evening but we will not be supporting the reasoned amendment, because of some of the other conditions attached to it, not least that there should be a single market Act that does not enshrine the rights of the devolved nations to be able to protect their own interests — that is the fundamental difference we have this evening. I ask the House to oppose the Bill and vote it down on Second Reading.The provisions of this legislation recklessly and deliberately risk a bad deal or, increasingly, the economic devastation of a no deal. You cannot claim to support business while pursuing a bad Brexit. You cannot claim to support business by burdening it with yet more economic uncertainty, in the face of a global pandemic, one where we know the challenges we face. Yet, in the midst of this, the Prime Minister brings this Bill. The Government cannot claim to support the Scottish economy by taking more economic powers away from Scotland’s democratically elected Parliament.I will turn now to some of the contents of the Bill, and specifically the numerous aspects that will undermine the powers and authority of Scotland’s Parliament. Clauses 2 to 9 contain sweeping powers that could act to compel Scotland to accept lower standards set elsewhere in the UK. That means standards on animal welfare,  food safety and environmental protection to name but a few. We all know the risk and the threat that that will bring, especially for Scotland’s farmers and consumers. This law is a Tory invitation for chlorinated chicken and hormone-injected beef in our supermarkets.  [Interruption.] We can hear the guffawing from the Conservative Benches, but yesterday morning on “Politics Scotland” a Treasury Minister more or less admitted that they could not stop chlorinated chicken coming into the United Kingdom.  [Interruption.] Go and check the tapes; it is there.",25361,Ian,Blackford,14/09/2020,Scottish National Party,"Ross, Skye and Lochaber",4
text19398,I know that my right hon. Friend will join me in thanking all businesses in Hyndburn and Haslingden for their work in responding swiftly and efficiently to the lockdown. Many of them have adapted their services to support those who need it. Can he assure me that the businesses and workers in Hyndburn and Haslingden will be both supported and utilised in the recovery process and that their safety will be paramount in the decisions made?,25876,Sara,Britcliffe,12/05/2020,Conservative,Hyndburn,3
text35796,"The Government introduced a package of welfare measures worth more than £9.3 billion this year, to help those facing the most financial disruption during the pandemic. We introduced a series of measures to support people, including an increase in the universal credit standard allowance for 12 months, worth up to £1,040. Increased local housing allowance rates have put an average of £600 into people’s pockets, and we made statutory sick pay available to employees from day one.",25403,Will,Quince,14/09/2020,Conservative,Colchester,4
text35751,What steps her Department is taking to support people of all ages to return to employment as covid-19 lockdown restrictions are eased. ,25921,Jane,Hunt,14/09/2020,Conservative,Loughborough,3
text30881,I seek clarity on the point the hon. Gentleman makes. He seems to be criticising the Government for planning for all eventualities in a pandemic. Is he honestly saying that Nicola Sturgeon and the SNP Scottish Government are not planning for all eventualities on covid-19?,25531,Douglas,Ross,15/07/2020,Conservative,Moray,4
text65265,We regularly engage with the Department for Education on matters relating to local authorities’ finances. We have provided £4.6 billion of un-ringfenced funds to councils to manage a range of covid-19-related pressures. The DFE has already distributed £102 million for exceptional covid-related costs incurred by schools and will shortly process claims made in December.,25373,Luke,Hall,22/02/2021,Conservative,Thornbury and Yate,4
text64358,"With permission, I would like to make a statement on new measures to keep this country safe from coronavirus. Thanks to our collective efforts, we are turning a corner. Cases of coronavirus have fallen 47% in the last two weeks, and they are falling in all parts of the UK, but we are not there yet. Hospitalisations are falling, but there are still many more people in hospital than at the April or November peaks, and the number of deaths, while falling, is still far too high.Our vaccination programme is growing every day. We have now vaccinated over 12.2 million people — almost one in four adults in the United Kingdom — including 91.4% of people aged 80 and above, 95.9% of those aged between 75 and 79, and 77.2% of those aged between 70 and 74, who were the most recent groups to have been invited. We have also vaccinated 93.5% of eligible care home residents. We have made such progress in protecting the most vulnerable that we are now asking people who live in England who are aged 70 and over and have not yet had an appointment, to come forward and contact the NHS. You can do that by going online to nhs.uk, or dialling 119, or contacting your local GP practice, so that we can make sure that we reach the remaining people in those groups, even as we expand the offer of a vaccine to younger ages.These are huge steps forward for us all, and we must protect this hard-fought-for progress by making sure we stay vigilant and secure the nation against new variants of coronavirus that put at risk the great advances that we have made. Coronavirus, just like flu and all other viruses, mutates over time, so responding to new variants as soon as they arise is mission critical to protect ourselves for the long term. We have already built firm foundations, like our genomic sequencing, which allows us to identify new variants, our testing capacity, which allows us to bring in enhanced testing wherever and whenever we find a new variant of concern, and our work to secure vaccines that can be quickly adapted as new strains are identified.Our strategy to tackle new variants has four parts. First, the lower the case numbers here, the fewer new variants we get, so the work to lower case numbers domestically is crucial. Secondly, as I set out to the House last week, there is enhanced contact tracing, surge testing and genomic sequencing. We are putting that in place wherever a new variant of concern is found in the community, like in Bristol, Liverpool and, as of today, Manchester. Thirdly, there is the work on vaccines to tackle variants, as set out yesterday by Professor Van-Tam. Fourthly, there is health protection at the border, to increase our security against new variants of concern arriving from abroad.I should like to set out to the House the new system of health measures at the border that will come into force on Monday. The new measures build on the tough action that we have already taken. It is of course illegal to travel abroad without a legally permitted reason to do so, so it is illegal to travel abroad for holidays and other leisure purposes. The minority who are travelling for exceptional purposes will be subject to a specific compliance regime and end-to-end checks throughout the journey here. Every passenger must demonstrate a  negative test result 72 hours before they travel to the UK, and every passenger must quarantine for 10 days. Arriving in this country involves a two-week process for all. We have already banned travellers altogether from the 33 most concerning countries on our red list, where the risk of a new variant is greatest, unless they are resident here. But even with those tough measures in place, we must strengthen our defences yet further.I appreciate what a significant challenge this is. We have been working to get this right across Government and with airport operators, passenger carriers and operational partners, including Border Force and the police — I thank them all for their work so far — and we have been taking advice from our Australian colleagues, both at ministerial level and from their leading authorities on quarantine. The message is, “Everyone has a part to play in making our borders safe.” I know this is a very difficult time for both airlines and ports, and I am grateful to them for working so closely with us. They have such an important role to play in protecting this country and putting in place a system so that we can securely restart travel when the time is right — the whole team at the borders working together.Let me set out the three elements of the strengthened end-to-end system for international arrivals coming into force on 15 February. This new system is for England. We are working on similarly tough schemes with the devolved Administrations, and we are working with the Irish Government to put in place a system that works across the common travel area. The three parts are as follows: hotel quarantine, testing and enforcement.First, we are setting up a new system of hotel quarantine for UK and Irish residents who have been in red list countries in the last 10 days. In short, this means that any returning residents from those countries will have to quarantine in an assigned hotel room for 10 days from the time of arrival. Before they travel, they will have to book through an online platform and pay for a quarantine package, costing £1,750 for an individual travelling alone, which includes the hotel, transport and testing. That booking system will go live on Thursday, when we will also publish the full detailed guidance.Passengers will only be able to enter the UK through a small number of ports that currently account for the vast majority of passenger arrivals. When they arrive, they will be escorted to a designated hotel, which will be closed to guests who are not quarantining, for 10 days or longer if they test positive for covid-19 during their stay. We have contracted 16 hotels for an initial 4,600 rooms, and we will secure more as they are needed. People will need to remain in their rooms and, of course, will not be allowed to mix with other guests. There will be visible security in place to ensure compliance, alongside necessary support, so that even as we protect public health, we can look after the people in our care.Secondly, we are strengthening testing. All passengers are already required to take a pre-departure test and cannot travel to this country if it is positive. From Monday, all international arrivals, whether under home quarantine or hotel quarantine, will be required by law to take further PCR tests on day two and day eight of that quarantine. Passengers will have to book those tests through our online portal before they travel. Anyone planning to travel to the UK from Monday needs to book these tests, and the online portal will go live on Thursday. If either of these post-arrival tests comes  back positive, they will have to quarantine for a further 10 days from the date of the test and will, of course, be offered any NHS treatment that is necessary.Any positive result will automatically undergo genomic sequencing to confirm whether they have a variant of concern. Under home quarantining, the existing test to release scheme, which my right hon. Friend the Transport Secretary has built so effectively, can still be used from day five, but that would be in addition to the two mandatory tests. The combination of enhanced testing and sequencing has been a powerful weapon throughout this pandemic, and we will be bringing it to bear so that we can find positive cases, break the chains of transmission and prevent new cases and new variants from putting us at risk.Thirdly, we will be backing this new system with strong enforcement of both home quarantine and hotel quarantine. People who flout these rules are putting us all at risk. Passenger carriers will have a duty in law to make sure that passengers have signed up for these new arrangements before they travel and will be fined if they do not. We will be putting in place tough fines for people who do not comply. That includes a £1,000 penalty for any international arrival who fails to take a mandatory test; a £2,000 penalty for any international arrival who fails to take the second mandatory test, as well as automatically extending their quarantine period to 14 days; and a £5,000 fixed penalty notice, rising to £10,000, for arrivals who fail to quarantine in a designated hotel. We are also coming down hard on people who provide false information on the passenger locator form. Anyone who lies on a passenger locator form and tries to conceal that they have been in a country on the red list in the 10 days before arrival here will face a prison sentence of up to 10 years.These measures will be put into law this week, and I have been working with the Home Secretary, Border Force and the police to make sure that more resources are being put into enforcing these measures. I make no apologies for the strength of these measures, because we are dealing with one of the strongest threats to our public health that we have faced as a nation. I know that most people have been doing their bit, making huge sacrifices as part of the national effort, and these new enforcement powers will make sure that their hard work and sacrifice is not undermined by a small minority who do not want to follow the rules.In short, we are strengthening the health protection at the border in three crucial ways: hotel quarantine for UK and Irish residents who have visited a red list country in the past 10 days and home quarantine for all passengers from any other country; a three-test regime for all arrivals; and firm enforcement of pre-departure tests and the passenger locator form. Our fight against this virus has many fronts, and just as we are attacking this virus through our vaccination programme, which protects more people each day, we are buttressing our defences with these vital measures, to protect the progress that together we have worked so hard to accomplish. I commend this statement to the House.",24773,Matthew,Hancock,09/02/2021,Conservative,West Suffolk,1
text61480,"The Government recognise the significant impact of coronavirus on businesses across every region and nation of the United Kingdom, and that is why we have put in place an unprecedented series of measures to provide support, whether that is through the coronavirus job retention scheme, tax cuts, tax deferrals, Government-backed loans or cash grants.",25428,Rishi,Sunak,26/01/2021,Conservative,Richmond (Yorks),4
text28343,"My hon. Friend is right to champion the activities of the armed forces cadets and Air Force cadets in Clwyd South. It is amazing to hear what they have done to support their community during the coronavirus crisis, but also the cadets in his constituency and across the country have done an amazing job, through the commitment of their adult volunteers, to keep virtual training going throughout the pandemic, which has been hugely valuable to young people across the country.",25438,James,Heappey,06/07/2020,Conservative,Wells,4
text59751,"I beg to move,That this House has considered long covid.I would like to start by thanking the Backbench Business Committee for giving us time to debate long covid today. I also thank members of the all-party parliamentary group on coronavirus, especially the hon. Member for Central Suffolk and North Ipswich (Dr Poulter) and my hon. Friend the Member for Denton and Reddish (Andrew Gwynne), who co-sponsored the debate. Most of all, I want to thank everyone who has written to me, the all-party group or their own MP in the last few weeks with their stories. Their accounts are deeply moving. Today’s debate is for them.In one such email, a constituent of mine said,“I can’t see myself getting better and being able to beat this fatigue.”Her experience is sadly not unique. Other symptoms of long covid include, but are not limited to, poor memory, brain fog, headaches, lung pain, palpitations, muscle pains, purple toes, hallucinations, hair loss and insomnia. These symptoms often start weeks or even months after the initial bout of covid, and many report them getting worse, not better, with time.Long covid affects young as well as old, and the numbers are staggering. It is believed that there are 300,000 people living with long covid already in the UK and 7 million worldwide. New research in The Lancet suggests that more than half of people who are hospitalised experience ongoing symptoms six months later, and the Office for National Statistics estimates that one in 10 people who contract covid at all will still have symptoms three months later. So far this year, we have consistently seen more than 40,000 new coronavirus cases a day, which means that there are potentially more than 4,000 new long covid cases a day — I repeat: 4,000 more cases a day.Despite those numbers, public awareness of long covid is poor. Many who are young and fit think that they have nothing to worry about and that the restrictions are more about protecting others than themselves. One expert told our group this week that anyone who flouts rules by thinking it will not affect them is also playing Russian roulette with their health. We are concerned that the Government’s focus on NHS beds as the primary metric by which danger is measured means that the public believe that if they do not end up in hospital, it counts as a mild case of coronavirus The problem is that a mild case of coronavirus can lead to long covid — and there is nothing mild about long covid.Take Jason, for example. He is 23 years old and a personal trainer, so his is not the profile of someone we often see blighted by coronavirus in the news. He told me:“for the last nine months I haven’t been able to leave my house due to long effects of covid. I haven’t cooked all my meals for one whole day once since the end of February, everything small is a major task. I can’t walk more than 100 metres without suffering.”The evidence of children getting long covid is building. New groups such as Long Covid Kids have been highlighting how children can present very differently from adults. That needs robust research fast, as there are surely implications for how we view school safety.The consequences of this emerging reality should give us in this place pause for thought. Some are arguing for a rapid unlocking when the first wave of vaccination is complete, and yet the effect that such a move would have on the numbers contracting long covid seems to be missing from the debate. Long covid is scary and often heartbreaking, and it is avoidable if we prioritise keeping numbers low.Today, the all-party group is calling for three things: better reporting, urgent money for research, and recognition by employers and the welfare system. On reporting, we need a national register to count and publish the number of people living with long covid in the UK. Positive cases, hospital admissions and deaths due to covid-19 are published regularly. We need to add long covid to that list. Doing that would help to drive up compliance, especially among younger adults. It would also help to explain policy decisions about future rules and restrictions, especially once the most vulnerable have been vaccinated.Many long covid sufferers have no formal diagnosis, as they never had a test because tests were not available in the first wave. It is also worth noting that long covid can emerge months after a bout of the initial virus and long after the antibodies remain, so even an antibody test may not tell the whole story. The register therefore needs to be symptom-based, not test-based. We also need active follow-up of people who test positive for coronavirus, to identify long covid cases better and offer support.The Government need to improve urgently the scope and funding of research both into the disease itself, including its prevalence among different sexes, races and groups and diagnosis, and of course into effective therapies. Clinicians have called for the approach to be truly multidisciplinary. It should cover mental as well as physical health. There are currently 69 NHS England long covid centres, which is a good start; however, it is a postcode lottery. We have heard, for example, that there are none in Wales. Some have reported being turned away when they go, or even told that they are not treatable. Long covid’s impact on mental health needs further research and support too. That includes children. Although we welcome the National Institute for Health and Care Excellence guidelines, we also need to remember that there is a lot that we still do not know, and the guidelines need to evolve rapidly to reflect the most recent research.Long covid sufferers feel they are forgotten in this pandemic, and their plight needs recognition by both the state and employers. Take Liz. She told me:“I lost my job as a result of my illness, I have struggled on universal credit. This does not cover my bills. I’m getting further and further into debt and can’t see a way out.”Take Alexander, a headteacher, who said:“after 23 years of service as a teacher and headteacher, I now have a written warning on my employment record due to me becoming ill during a global pandemic. I have a second review meeting in just over a week’s time and having not made sufficient recovery to return to work, I will most probably receive a final written warning.”Take Daisy, an NHS nurse in Wales. For four months she received reduced and then no pay from NHS Cymru, which told her that it was unable to support staff who contracted covid-19. Her case was resolved, but she continues to say that this issue has not been resolved at a national level in Wales. That story, and many others like it, have left me speechless — a headteacher and a nurse, key workers on the frontline, who have no choice but to do their job with inadequate personal protective equipment and testing, and now face financial ruin for doing their duty. It is unacceptable, which is why the APPG recommends that the UK Government recognise long covid as an occupational disease and institute a long covid compensation scheme for frontline workers.That scheme should go beyond existing sick pay schemes and should be specific to those living with long covid who are unable to work. During the first wave, I led a cross-party group of MPs in calling on the Prime Minister to set up a coronavirus compensation scheme for the families of frontline workers who tragically died in the line of duty. The Government listened and now there is a scheme in place, albeit just for NHS and social care staff. We need an extension of such a scheme so that it mirrors the armed forces compensation scheme, and recognises that casualties are not counted just by the tragedy of death.What of everyone else? Guidelines from the Government for employers are crucial, so that the public and private sectors know how they should be supporting people with long covid. I first wrote to the Prime Minister recommending employer guidelines in August. Four months later, we have not seen any progress. Last but not least, when all else fails we need to ensure that our welfare system is not unfairly excluding people with long covid. Statutory sick pay, personal independence payment and universal credit all need to be geared up to support them and, indeed, their families, who suddenly find themselves as their carers.There are so many unanswered questions and concerns, and, as you pointed out, Madam Deputy Speaker, there is not enough time. Our understanding of covid, and long covid in particular, is evolving day by day, and I have no doubt that this will not be the last debate we have on this matter.Reporting, research and recognition are all desperately needed, but more than anything else we need to protect our heroes on the frontline who cannot work because they have long covid. I urge the Government to commit to recognising long covid as an occupational disease and to create a scheme to help those people; that is my most urgent and immediate ask of the Minister in today’s debate.I end by thanking all Members for speaking today, and, above all, by thanking everyone who has shared their story. I want them to know that they have not been forgotten and that this House has heard them and it is listening. Our hope now is that the Government will step up and act, too.",25689,Layla,Moran,14/01/2021,Liberal Democrat,Oxford West and Abingdon,1
text57882,"I thank the Prime Minister for advance sight of his statement and for his telephone call on Monday to update me. Can I also thank him for his kind words about the hon. Member for Cardiff Central (Jo Stevens)? She is still in hospital, but I am happy to say that she is now improving. I also want to thank everybody in our NHS and on the frontline for all the work they are doing at the moment in the most stressful of circumstances.The situation we face is clearly very serious, perhaps the darkest moment of the pandemic. The virus is out of control, over 1 million people in England now have covid, the number of hospital admissions is rising and, tragically, so are the numbers of people dying. It is only the early days of January, and the NHS is under huge strain. In those circumstances, tougher restrictions are necessary. We will support them, we will vote for them and we urge everybody to comply with the new rules: stay at home, protect the NHS, save lives.But this is not just bad luck and it is not inevitable; it follows a pattern. In the first wave of the pandemic, the Government were repeatedly too slow to act, and we ended 2020 with one of the highest death tolls in Europe and the worst hit economy of major economies. In the early summer, a Government report called “Preparing for a challenging winter” warned of the risk of a second wave, of the virus mutating and of the NHS being overwhelmed. It set out the preparations the Government needed to take, and I put that report to the Prime Minister at PMQs in July. Throughout the autumn, track and trace did not work. The Scientific Advisory Group for Emergencies advised a circuit break in September, but the Prime Minister delayed for weeks before acting. We had a tiered system that did not work, and then we had the debacle of the delayed decision to change the rules on mixing at Christmas. The most recent advice about the situation we are now in was given on 22 December, but no action was taken for two weeks until Monday of this week.These are the decisions that have led us to the position we are now in. The vaccine is now the only way out, and we must all support the national effort to get it rolled out as quickly as possible. We will do whatever we can to support the Government on this. We were the first country to get the vaccine. Let us be the first country to roll out that vaccine programme. But we need a plan to work to. The Prime Minister has given some indication in the last few days, but can he tell the House exactly what the plan is? Can the NHS deliver 2 million vaccines a week? I think it can and I hope it can, but does it have the resources and support to do so? We will support that, of course. Will there be sufficient doses available week on week to get us to the 14 million doses by mid-February? What can we do to help? It is vital that  that happens. I am glad to hear that high street pharmacies will be helping. Can we use volunteers in support of this national effort?Let me turn to financial support. Yesterday’s announcement will help, but the British Chambers of Commerce and others have already warned that it is not enough. There are big gaps and big questions. First, why is there still nothing to help the 3 million self-employed who have been excluded from the very start? That was unfair in March of last year and it was even more unfair in the autumn. It is totally unforgivable now. It may well be a whole year that that group will have gone without any meaningful support. That gap needs to be plugged.Secondly, will the Prime Minister drop his plan to cut universal credit by £20 a week? That needs to be done now, and we will support it. Will he immediately extend the eviction ban? That is due to run out just in five days’ time now, just as we are going into this new phase. Thirdly, will he address the obvious issues with financial support for those required to isolate, including statutory sick pay and support for local councils? Will the Prime Minister finally recognise that now is the worst possible time to freeze pay for our key workers?We all recognise the huge damage that closing schools will cause for many children and families, but Prime Minister knew that closures might be necessary, so there should have been a contingency plan. Up to 1.8 million children do not have access to a home computer and 900,000 children live in households that rely on mobile internet connections. Can the Prime Minister tell us when the Government are going to get the laptops to those who need them? He has spoken about the 50,000 delivered and the 100,000 more, but 1.8 million children do not have access to a home computer, so real urgency is needed as we go into the coming weeks. I welcome what the Prime Minister said about telecoms companies cutting the cost of online learning. It is vital that they do so. I am assuming that will happen straightaway, because we cannot delay.Will the Prime Minister be straight about what will happen with exams this year? We cannot leave this until months down the line. That is a pressing question, in particular for those who are due to take BTEC exams in the next few days. Surely they must just be cancelled? Some leadership on this is desperately needed.Next is our borders. The Prime Minister knows there is real concern about the rapid transmission of this disease. New strains are being detected in South Africa, Denmark and elsewhere. The quarantine system is not working. The Prime Minister said yesterday that we will be bringing in extra measures at the border. I have to ask why those measures have not already been introduced. They have been briefed to the media for days, but nothing has happened.This is the third time the country has been asked to close its doors; we need to make sure it is the last. We will support the Prime Minister and the Government in these measures. We will carry the message and do whatever is asked of us, but we will demand that the Prime Minister keeps his side of the bargain and uses this latest lockdown to support families, protect businesses and get the vaccine rolled out as quickly and safely as possible.",25353,Keir,Starmer,06/01/2021,Labour,Holborn and St Pancras,1
text34881,"The Government’s vital support for businesses and jobs across the country throughout this crisis has been unprecedented. In my constituency, we have seen 11,800 jobs protected under the job retention scheme, £9.1 million of support for the self-employed, over £440 million of bounce back loans for small businesses, £89 million of business grants and 849,000 meals discounted — I am only responsible for a couple of them — thanks to the brilliant eat out to help out scheme.Despite that much-needed support, central London is still struggling. Pre covid, over 600,000 commuters came into Westminster every day to work, with another 500,000 in the City of London. The local economy relies on those workers spending in small shops and independent cafés and restaurants, but they are not coming back in the same numbers. Central London is the economic powerhouse of UK plc, driving forward this Government’s levelling-up agenda, and it is usually the first out of the traps following a recession or downturn. Sadly, this time, it looks like we will be one of the last. That is why I have produced a plan, which the Government may wish to consider, that could help to protect jobs and businesses not only in my constituency but across the country.The furlough scheme has secured hundreds of thousands of jobs in the west end. I appreciate the reasons why the Government are bringing the scheme to an end next month, which we must do to sustain our public services. As the MP for theatreland, I want to ensure that we protect theatres even more. I welcome the Government’s £1.5 billion cultural support package, but I hope that we can keep theatres open when they come back in the new year, and a bit more help for them would be welcome.",25817,Nickie,Aiken,09/09/2020,Conservative,Cities of London and Westminster,4
