docid,text,person_id,first_name,last_name,date,Party,Constituency,label
text65773,"Employment in the UK has always been a critical barometer of success, and I am proud that between 2010 and 2019, under a Conservative Government, an additional 3.8 million people have been employed. That equates to an additional 1,000 employed each day. And then the pandemic hit. Over the past 12 months, the world has experienced its largest economic shock in decades. The critical question for the Chancellor was how to minimise the impact on our economy, and he stepped up.My constituency of Ynys Môn is beautiful, and, as a result, it has become a tourist paradise. In the past 20 years, under a Welsh Labour Government, we have experienced under-investment and the loss of major local employers, and we have become increasingly dependent on tourism. Tourism is not just about our hotels and B&Bs, like the Valley Hotel. It is not just about our caravan parks and static sites, like Pant y Saer. It is part of the fabric of our economy, from eateries like the Pilot House Café in Penmon and craft shops like Oriel Amlwch to our suppliers. Businesses like ET Jones Sons and Daughter — a family-run craft butcher in Bodedern — and Seapig, whose owner Cara White crafts beautiful jewellery from sea glass, all rely on tourists visiting the island to keep them afloat.Our tourist season should have started at around the time the whole country went into lockdown last year. Suddenly, there were no tourists. Business forecasts lay in tatters. The island was staring into the jaws of disaster. The Chancellor’s innovative schemes to support the whole UK economy offered a lifeline to thousands of people across Ynys Môn, with more than £7 million in coronavirus business interruption loan scheme loans, just under £37 million in bounce back loans, 3,400 employees furloughed, 2,000 claims made under the self-employment income support scheme, and nearly £1 million claimed on the eat out to help out scheme.This Government are focused on supporting business and the economy. Their swift and decisive practical support has kept the UK going over the past year — not handouts as compensation for jobs lost, but hands up to help businesses ride the storm and come out the other side still intact. That is why the UK needs this Conservative Government — because when the going gets tough, we step up.",25843,Virginia,Crosbie,23/02/2021,Conservative,Ynys Môn,4
text17020,"My hon. Friend is right. There are lots of enthusiastic volunteers, which is great, but the initiatives need co-ordination and protection. We are dealing with assisting vulnerable people, so we have to be quite clear that the people who are volunteering are responsible and are doing it for all the right motives. All the volunteer groups that I have been in touch with and met are clear about that. They are well organised and responsible in the way that they are doing it, and I thank them for that. All those efforts will help us to overcome the crisis.It is also necessary to say thank you to those delivering essential public services, especially our national health service staff on the frontline: the medical professionals, healthcare workers, auxiliary staff, administrators, ambulance drivers, paramedics — the whole team in every health facility. They are already very stretched in normal times; now, they are coming under unimaginable pressure and stress at the same time as being vulnerable themselves to contracting coronavirus. We should acknowledge that and say thank you.We should also say thank you to those in our social care sector, who are so often unrecognised and ignored, and almost always badly paid. They are caring for the most vulnerable people in our society. As my hon. Friend the Member for Hove (Peter Kyle) explained earlier, the problem of contracting the virus in a home where people have not been tested only gets worse the longer we delay.",10133,Jeremy,Corbyn,25/03/2020,Labour,Islington North,4
text58223,"The proposed restrictions are right. There is no greater freedom than the right to life and we are willing to suspend many freedoms to protect especially those who are vulnerable, and those who work night and day in the NHS and our care settings to protect us. They deserve and require us to abide by the regulations and rules — we owe it to them — not least because we can now see the light at the end of the tunnel.Given that the vaccination programme is beginning, it is all the more urgent that the Government recognise the importance of supporting the economy and everybody within it throughout the coming months. We know that it is not an ill-defined and possibly indefinite period, but that this will be over at some point in the coming months. That is a source of great joy and should focus the Chancellor’s mind on the support that he needs to give those who are missing out. There are many of them: people who have been self-employed for less than two years; directors of very small limited companies, such as taxi drivers; people who have been on maternity leave. They have been excluded from support. It is an outrage that those people have been left to get into deeper and deeper debt because the Government have yet to devise a mechanism for supporting them. They must do so now. We need those people to build our economy back once we are out of this situation. To let them flounder in poverty now is outrageous and unacceptable.I would also like the Government to pay attention to the needs and the plight of our outdoor education centres, which are in serious danger of closure. Many have already lost more than a third of their workforce in the past few months. There needs to be a Scotland-style direct grant support payment for those centres so that we can keep them going and they can contribute for years to come.I also want the Government to come up with a specific and properly funded strategy for dealing with the backlog in cancer treatment. We estimate that 60,000 years of life will be lost to cancer due to the coronavirus pandemic, and it could get worse.The vaccine is the light at the end of the tunnel. It is wonderful and I pay tribute to everyone involved in making that come to be and in administering the vaccines as we speak. However, the Government are making that tunnel a little bit longer than they need to. It is clear that supply of vaccine to places in South Cumbria is not as good as it might be. Places such as Sedbergh and Windermere have not yet got vaccination centres. Those sites need to be approved.Finally, given that our teachers are teaching the children of key workers, they should also be vaccinated as a priority.",11923,Tim,Farron,06/01/2021,Liberal Democrat,Westmorland and Lonsdale,1
text47312,"As we enter the latest lockdown, many people will be isolated in their homes. Age UK estimates that 2 million over-75s live alone. Research by the Library has revealed that more than 3,000 households in my constituency may lose access to their free TV licence. What impact assessment has the Minister made of removing funding for the free over-75s TV licence?",25836,Navendu,Mishra,05/11/2020,Labour,Stockport,4
text31682,"My local authority faces a deficit in excess of £40 million because of its response to covid. The Government said that councils should spend what it takes, so why are they not assisting local authorities that have spent that sort of money?",10185,Clive,Efford,20/07/2020,Labour,Eltham,4
text61731,"Before the lockdown, children in the north had missed many more days than their counterparts in the south. Their schools have also suffered a financial crisis, as the pandemic has cost them eye-watering sums of money just to keep things safe. How will the Minister ensure that children in constituencies like mine in Stockton are not left behind, and that their schools will have the extra funding they need to ensure that regional attainment gaps will not be even wider than they were before the pandemic?",24742,Alex,Cunningham,26/01/2021,Labour,Stockton North,4
text37648,"Yes, I do. I come to this Dispatch Box as often as possible. I am very sorry that I was unable to come on Friday to discuss Friday’s decision, but the House was not sitting. I agree with my hon. Friend that, essentially, the more scrutiny, the better; that is my attitude. I am very happy to continue to work with him and with you, Mr Speaker, to ensure that that scrutiny can be done at the speed that is sometimes required for these decisions to be made.Finally, on my hon. Friend’s substantive point, of course minimising the impact on the economy and on education is critical, but there are impacts on the NHS of covid cases going up — not just the need to try to minimise the negative impact that comes from restricting other treatments, such as cancer, that happened in the first peak, but the problem of the NHS operating with high levels of covid cases. Within the NHS, a higher number of cases itself has an impact on the care available for all the other conditions that we need to treat, but I look forward to working with you, Mr Speaker, to make sure that we have continued scrutiny.",24773,Matthew,Hancock,21/09/2020,Conservative,West Suffolk,4
text25460,"We all want to see lockdown eased, but that reopening will only be safe if the system to test, trace and isolate is working effectively. As more people return to work, start to travel on public transport, and perhaps even go to pubs, cafés and hairdressers — albeit keeping their distance — the ability to trace contact people we do not know will become much more important. The Secretary of State initially said that the app would be rolled out in mid-May; it is now the end of June. When are we actually going to see the app in action?",24774,Lilian,Greenwood,23/06/2020,Labour,Nottingham South,3
text19363,"I thank the Secretary of State for the advance copy of his statement. The whole House will know that businesses will want to do the right thing in implementing the covid-19-secure guidelines, but we also know that many businesses, especially SMEs, have struggled to buy the required kit on the open market and that many workers feel under pressure to go to work when they do not feel safe to do so. Can the Secretary of State confirm what support the Government will give to businesses to ensure that they have access to the covid-19-secure codes they need for their workplaces and set out how workers will be supported, perhaps by ACAS, in dealing with potential workplace disputes linked to this issue?",25637,Darren,Jones,12/05/2020,Labour,Bristol North West,4
text69577,"I beg to move, That the Bill be now read a Second time.Just one week after celebrating the achievement of women around the world on International Women’s Day, I would like to open this debate by once again expressing my sadness at the horrific developments in the Sarah Everard case. My heartfelt thoughts and prayers are with Sarah, her family and friends at this unbearable time. This is also a stark moment to reflect on what more we can do to protect women and girls against crime, and the events of the last few days have rightly ignited anger at the danger posed to women by predatory men — an anger I feel as strongly as anyone.This Government were elected just over a year ago on a clear manifesto commitment to support the police and to keep our country safe. It is vital that we continue to deliver on that promise to the British people, and our commitment to law and order is having a real impact across the country. There are already over 6,600 more police officers in our communities, thanks to the unprecedented campaign to recruit an additional 20,000 more police officers. Our crackdown on county line drug gangs is delivering results, particularly in London, the west midlands and Merseyside. The police have made more than 3,400 arrests, shut down more than 550 deal lines and safeguarded more than 770 vulnerable people. Last year, we saw the UK’s biggest ever law enforcement operation strike a blow against organised crime, with over 1,000 arrests, £54 million of criminal cash seized, and 77 firearms and over two tonnes of drugs seized. The Police, Crime, Sentencing and Courts Bill will go further still in our mission to back the police, to make our communities safe and to restore confidence in the criminal justice system.We ask our brave police officers to do the most difficult of jobs — they run towards danger to keep us all safe — and that is why I have worked closely with the Police Federation in developing this Bill. I would like to pay tribute to the chair of the Police Federation, John Apter, for his constructive way of working since I became Home Secretary, admirably fighting for his members every single day. He has voiced his members’ concerns to me directly, and I have acted upon them.This Bill will enshrine in law a requirement to report annually to Parliament on the police covenant, which sets out our commitment to enhance support and protection for those working within or retired from policing roles,  whether paid or as volunteers, and their families. The covenant will initially focus on physical protection and support for families, officers and staff, and their health and wellbeing, with a duty to report in place to ensure parliamentary scrutiny.Despite all that they do, emergency workers are still subject to violence and abuse. The statistics paint an alarming picture. There were more than 30,000 assaults on police officers in the year to March 2020, and over the past year we have all seen the reports of people deliberately coughing at our emergency workers, claiming to have coronavirus and threatening to infect them. There have been too many disgusting examples of police officers and ambulance drivers being spat at and violently attacked as they go out to work day after day to make sure that the rest of us are safe and cared for.",24778,Priti,Patel,15/03/2021,Conservative,Witham,4
text61974,"I know the stress that people are under — not just school pupils, whom my hon. Friend is right to raise, but particularly NHS workers — during this current wave of the pandemic. It has been really gruelling the last few weeks and months. We are investing hugely in mental health support; on top of the £13.3 billion in 2019-20, we will see a further £2.3 billion a year by 2023-24, and that will support 380,000 adults and 345,000 children.",10999,Boris,Johnson,27/01/2021,Conservative,Uxbridge and South Ruislip,4
text41391,"My hon. Friend makes an important point about how we need to see children and young people getting in place, as soon as possible, the support that can help them and about how there are waiting times for these plans. There are two things I can say in response. First, in the context of covid, NHS England has made it clear to NHS organisations that they must restart and restore services that support children and young people with EHC plans and in the assessments for those plans. Secondly, in the review of the SEND system, we are indeed looking at how we can address some of the problems in the system and achieve better integration across health, care and education.",25398,Helen,Whately,06/10/2020,Conservative,Faversham and Mid Kent,4
text33070,That is why we have introduced the covid catch-up fund: we recognise that there are challenges for youngsters who have missed out on learning and we need to make sure that we give schools and those youngsters the maximum amount of support so that they are able to catch up. One thing that is clear is  that the best form of assessment is always examination. Any other route is certainly less good than an exam route.,24729,Gavin,Williamson,01/09/2020,Conservative,South Staffordshire,4
text22050,"That we are here today is frankly ridiculous. A lot of resources went into creating the virtual Parliament, yet the Government have abandoned it on a whim. They have not done that because we are now safe from covid-19, or with a plan in place; in fact, they still appear to be ironing out the details. Underlying this seems to be a desire to create a false sense of security for members of the public to return to work, based on the belief that, until Parliament is full, the Government cannot ask people to risk their health for the sake of the economy. However, Parliament is not full. Mr Speaker has rightly limited the number of Members in the Chamber, while the Government have finally allowed for some virtual participation.Rather than have a primarily virtual Parliament — which, while far from ideal, was safe — we have this ridiculous system. This risks people’s health. As we have heard, many MPs are shielding, vulnerable or caring for someone who is. Others fear putting their communities at risk. While I am glad that some virtual participation will continue, the Government have been clear that this involvement will be limited. In doing so, they are not just limiting the voice of a single MP; they are reducing the representation of every single one of their constituents. At a time of national crisis, we need more parliamentary scrutiny, not less. It is not just MPs who are affected. Parliament only functions due to the work of an army of House of Commons staff. This is simply not right.We must remember that it is not just those in Parliament who are at risk. These buildings act as a hub — a place people travel to from all over the country. If someone in   Parliament gets infected, it threatens the health of the communities we serve. While the Prime Minister’s special adviser may think that the journey between London and Durham is worth the risk to my constituency, I do not. However, unlike Dominic Cummings, I have little choice but to be here.Everything about these procedures is farcical, dangerous or both. If I thought this Government would listen to reason, I would implore them to change course. Instead, I hope that the threat to public health from these procedures remains just a risk, not a reality.",25833,Mary,Foy,08/06/2020,Labour,City of Durham,1
text67332,"Since the start of the pandemic, the UK Government have worked closely with the Northern Ireland Executive to ensure the safety of the people in Northern Ireland. Vaccines are our way out of the pandemic, and the Secretary of State and I continue to hold regular discussions with Cabinet colleagues in the Northern Ireland Executive on this important issue. The Government have procured vaccines on behalf of all parts of the United Kingdom and are working with the devolved Administrations to ensure that they are deployed fairly across the UK. I am pleased to see that vaccine doses have been successfully administered to more than half a million people in Northern Ireland.",24862,Robin,Walker,03/03/2021,Conservative,Worcester,4
text34261,"It is a privilege to respond to this debate. It is the first time I have had the chance to speak physically in this Chamber since March, so it is a great pleasure to be here tonight to respond to what has been a passionate, well-informed and very serious debate on issues that touch on concerns that we share across this Chamber. Like others, I very much underline our recognition of the context of the Bill: the Grenfell Tower fire and the need to ensure that people feel safe and are safe in their homes. I pay tribute to the community of Grenfell — Grenfell United and more broadly — on their determination to seek justice and change, and I recognise the responsibilities we hold to them in following through on that.I also pay tribute to our fire service and the work they continue to do through the current pandemic crisis. They have done above and beyond what is expected of them to support our communities in different ways, which we should recognise equally along with their fire safety work that touches on the issues we are discussing tonight.There is clearly a need to change culture. I have spoken about that in the past in the context of building safety, and it is something I firmly believe in relation to fire safety, too. Yes, this Bill is a narrow Bill that is about clarification, but it sets the foundations for us to amend the Regulatory Reform (Fire Safety) Order 2005 with certainty. I seek that legal certainty to ensure that the changes we propose are robust and effective.I highlight that the fire safety order consultation is ongoing and concludes on 12 October. I look forward to seeing the results and to seeing us move quickly in response, as well as moving forward with the building safety Bill, which colleagues from the Ministry for Housing, Communities and Local Government are leading on. Indeed, I understand that the Select Committee will be commencing pre-legislative scrutiny of that Bill this  week. I absolutely understand the need for that sense of momentum, and I want to convey that from the Dispatch Box this evening.Prior to responding to the amendments and new clauses, I wish to clarify a couple of very detailed points. First, the Government’s policy intention on the express inclusion of structure in the Bill has been raised before by Members and industry representatives. The Bill intends to reinforce existing operational practice, which is set out in the Government’s guidance, “Fire safety risk assessment: sleeping accommodation”, issued in 2006. The guidance sets out that fire risk assessors should consider structural fire protection as part of the fire risk assessment process. However, that is designed to be a visual inspection of the construction and layout of the building on the basis that it will have been built to resist early structural collapse in the event of a fire. As such, intrusive surveys of buildings are only required if the fire risk assessor has serious concerns about the structural fire protection of the building. Otherwise, non-intrusive surveys should normally be carried out. That advice is also reflected in the industry-recognised guidance, “Fire risk assessment: Guidance and a recommended methodology”, and will be reinforced in the revised version that is being prepared for publication.My second point concerns how we propose to take forward the commencement of the Fire Safety Bill. We have established a task and finish group, co-chaired by the Fire Sector Federation and the National Fire Chiefs Council, that brings together a range of stakeholders with an interest in fire safety to provide a recommendation on how the Bill should be commenced. The group will advise on the optimal way to meet the Bill’s objectives of improving the identification and assessment of fire risks in multi-occupied blocks and addressing them as soon as possible to ensure residents’ safety while effectively managing any operational impact. The group is expected to report no later than the end of September.Turning to the new clauses and amendments, I will start with the lead amendment, new clause 1. I say to the hon. Member for Croydon Central (Sarah Jones) that I recognise her intent and desire behind new clause 1 to create that sense of certainty and of getting on with things at the earliest possible opportunity. I just observe that it obviously contemplates that the measures would be brought forward by subsequent changes to the fire safety order. That is precisely the approach that the Government are already taking, as reflected in the consultation that concludes on 12 October. Therefore, her proposal — and I appreciate that she seeks to hasten — actually does not hasten any more than what the Government are already intending and proposing in respect of the regulations that this Bill provides the framework and foundations for, and that is the sequencing we intended.The hon. Lady will know that we are consulting on the detail. Indeed, under the regulations themselves, we are obliged to do that. I understand the timing issue, and I assure her that when the Bill is on the statute book — that has to come first — we will move with all pace and expedition to see that the regulations are put in place as fast as possible, because that is the sequencing.On the new clause on the specifics — I agree that, as already stated, the Government’s principal intention is to follow through on the phase 1 recommendations, and we are not resiling from that one jot — I say to the hon.  Lady that expressing it in that way might allow further legal challenge and create uncertainty. Therefore, I ask her to reflect carefully because we share her intent absolutely to proceed at pace.I hope the hon. Lady will reflect further and, indeed, reflect on the words of Sir Martin Moore-Bick, who noted that it was important that his recommendations“command the support of those who have experience of the matters to which they relate.”That is precisely what we are seeking to do through the consultation, which extends, yes to the hon. and right hon. Members we have in this House, but also to residents, responsible persons, the fire sector and enforcing authorities to ensure that we get this right. That is what all Members across this House want to do, and that is what we want to do. I ask the hon. Lady to reflect on whether there is a need to divide the House when our approach is absolutely aligned and we want to get on with the matter.As many in this House are already aware, my hon. Friend the Member for Southend West (Sir David Amess) has long been a champion of fire safety. I commend him, and indeed the all-party parliamentary group of which he has been such an active member over many years, for his work and for the essence behind the amendment that he has put forward on electrical products.The electrical products intended for use by consumers are already regulated under the Electrical Equipment (Safety) Regulations 2016, which require manufacturers to ensure safeguards are in place to protect the health and safety of persons, domestic animals and property. The regulations place strict obligations on manufacturers and importers to ensure that products are safe. I recognise that there are — thankfully, rare — occasions when safety issues become apparent only after a product has been safely placed on the market. That is why the 2016 regulations also require, where it is appropriate, that manufacturers monitor products already placed on the market. Local trading standards authorities have a duty to enforce the regulations in their area, and in 2018 a new national regulator for product safety was created, the Office for Product Safety and Standards.I also want to remind the House that the new Electrical Safety Standards in the Private Rented Sector (England) Regulations 2020 came into effect on 1 June. They apply to new tenancies from 1 July and to existing tenancies from 1 April 2021. These regulations require that electrical installations must be inspected and tested by a qualified and competent person at least every five years. Electrical safety standards must be met, and electrical installation condition reports must be provided to tenants and local housing authorities on request. In addition, the Government’s “How to let” guide already recommends that landlords regularly carry out portable appliance testing on any electrical appliance they provide and then supply the tenant with a record of any electrical inspections carried out, as good practice.",11640,James,Brokenshire,07/09/2020,Conservative,Old Bexley and Sidcup,4
text38844,"My hon. Friend is right that football clubs at all levels are the bedrock of our local communities. We have seen that during coronavirus more than ever. I spoke to the Football Supporters’ Association yesterday and reiterated our thanks. Of course, grassroots football will continue, and, as she may know, non-elite football is covered by the recreational team sport framework guidance, which does permit spectators. The Football Association’s definition of non-elite football means that leagues below national leagues north and south level 6 can continue with spectators. We will continue to work closely with the Sports Grounds Safety Authority and sporting bodies to support the safe return of spectators  to stadiums more widely when the public health situation allows. I can confirm that we are in discussions with football governing bodies about further support measures.",25381,Nigel,Huddleston,24/09/2020,Conservative,Mid Worcestershire,3
text23106,"First, may I associate myself with the comments of the shadow Leader regarding Black Lives Matter? I think most people will find it astonishing, given the depth of feeling in the country, that the Government do not wish to lead a parliamentary debate on the matter.The Scottish National party did not oppose the motion to establish proxy voting last night, because we believe that something is better than nothing, but the Leader of the House should not think we are in any way satisfied with the Government’s defence of democratic expression in the age of coronavirus — we are not. Given that the right hon. Gentleman has been dragged kicking and screaming to accept the right of Members to vote by proxy if they cannot attend in person, why does he continue to oppose electronic voting through a system that has already been perfected by our staff? Switching that back on would not only allow Members to vote remotely, but would permit those on the premises to vote safely without the need to congregate in one place.Secondly, does it not seem odd that there is no place in our future agenda for Parliament to debate the overall approach of the Government to the covid-19 pandemic? We need a full debate on that, not just glib 20-second answers and well-rehearsed soundbites. Given that the  Government seem to be losing their grip and are in danger of losing public confidence, is this not the time to reach out and engage all parties in a renewed consensus?Finally, can I ask for a statement on the Government’s willingness to answer questions from elected Members? Many of us have raised repeated questions with the Chancellor on behalf of our constituents relating to the various support schemes run by his Department and its agencies — most notably, Her Majesty’s Revenue and Customs. It now seems that the Treasury is refusing to answer individual queries and has taken to issuing generic circulars instead. That is not acceptable, and it marks a serious departure from the way in which the Government are held to account in Parliament. I am well aware that things are not normal at the moment, but elected representatives must be able to get answers from those who serve the public. Does the Leader of the House agree?",25341,Tommy,Sheppard,11/06/2020,Scottish National Party,Edinburgh East,4
text31985,"The Government’s support for  people and businesses during the covid crisis has  been fantastic and has helped countless constituents  in Penrith and The Border and across the UK. Unfortunately, many have still not been able to access support, such as the newly self-employed, limited company directors, freelancers, new starters and those who fall on the wrong side of the eligibility criteria. Will my right hon. Friend work with the Treasury to see whether those hard-working people can be helped with some emergency financial support?",25875,Neil,Hudson,21/07/2020,Conservative,Penrith and The Border,4
text19077,"Thank you, Mr Deputy Speaker, for calling me in this important debate. I also thank my right hon. Friend the Paymaster General for her tireless work in pulling together so many different strands of Government activity during the covid-19 crisis. We are very grateful.I want to talk about the amazing community activity happening in South Derbyshire, as part of the local response to covid-19: our wonderful CVS, which has helped to co-ordinate volunteers across South Derbyshire, making sure that people do not run out of food or  medicine and are not lonely; our wonderful individuals, such as Stephen Greaves and Andrew Astle; the teachers at Granville and Pingle Schools, who, as volunteers, have been making face visors with 3-D printers; and the Wood children of Melbourne, who made up and sold quizzes — all of whom have been raising funds for the local medical charities.But against the good news of that great community spirit —  [Interruption.]",24769,Heather,Wheeler,11/05/2020,Conservative,South Derbyshire,4
text58714,What recent assessment he has made of the adequacy of the scientific evidence base underpinning the Government’s response to the covid-19 outbreak. ,25645,Bob,Seely,12/01/2021,Conservative,Isle of Wight,3
text23402,What recent estimate he has made of the value of revenue lost by local authorities as a result of the covid-19 outbreak. ,25366,Jeff,Smith,15/06/2020,Labour,"Manchester, Withington",4
text17641,"It is a privilege to close this debate on behalf of the Government. This is my first opportunity to congratulate the newly appointed shadow Treasury team and to welcome the hon. Member for Houghton and Sunderland South (Bridget Phillipson) to the Dispatch Box. I also welcome the hon. Member for Oxford East (Anneliese Dodds) — I spent a lot of time with her in Committee debating Brexit matters before Christmas — to her role and welcome the constructive tone that she took in opening this debate.In last month’s Budget, my right hon. Friend the Chancellor initiated a coherent, co-ordinated and comprehensive economic response to the challenges of covid-19. As the shocking impact of the virus around the globe has become more apparent, the Chancellor has announced further unprecedented packages of support, doing so most recently this afternoon, with the new bounce-back loan scheme and refinements to make the CBIL scheme more accessible — points that I am sure my hon. Friend the Member for Wellingborough (Mr Bone) and the hon. Member for Hackney South and Shoreditch (Meg Hillier) will welcome, given what they said in their speeches. Such measures may not be to the taste of true free marketeers such as my hon. Friend the Member for Wycombe (Mr Baker), or even my right hon. Friend the Member for North Somerset (Dr Fox), but when they and my hon. Friends the Members for Yeovil (Mr Fysh) and for North East Derbyshire (Lee Rowley) welcome them, we know that such measures must be necessary.The hon. Member for Bethnal Green and Bow (Rushanara Ali) was among those who argued that we should invest in public services to protect frontline services — and we are. The Government have allocated more than £14 billion from the covid response fund  to go towards public services, including the NHS and  local authorities.I recognise that some sectors of our economy are experiencing enormous disruption. My hon. Friend the Member for Altrincham and Sale West (Sir Graham Brady) highlighted the challenges faced by the aviation sector, which is of course eligible for the coronavirus jobs retention scheme, under which the Government will pay up to 80% of staff wages up to £2,500 a month. We have offered support to households, too, by increasing the universal credit allowance by £1,000; providing meals or vouchers for eligible home-schooled children in place of free school meals; and making nearly £1 billion extra available for local housing allowance.I acknowledge that the task is by no means complete. As my hon. Friend the Member for Broxbourne (Sir Charles Walker) eloquently argued, our wellbeing and our economy are not in competition. The Government will do whatever it takes to safeguard people’s health and livelihoods as the situation develops. We will continue to back NHS workers and those who support them on the frontline — for example, by exempting from vehicle excise duty medical courier vehicles that transport medical products and by reforming the tapered allowance so that doctors can spend more time treating patients without facing a higher tax burden.As my hon. Friend the Member for North East Derbyshire reminded us with his reference to the 93-year wait for a bypass in his constituency, the Bill also delivers on commitments made to the British people at the general election in December. It is vital that these measures are not delayed. The Bill furthers the Government’s ambition to unleash the potential of our economy by increasing the credit rate for research and development expenditure credit and for the structures and buildings allowance — measures welcomed by my hon. Friends the Members for Meriden (Saqib Bhatti), for Stourbridge (Suzanne Webb) and for Penistone and Stocksbridge (Miriam Cates).The digital services tax will improve the fairness and sustainability of our tax system by ensuring that digital businesses that access the UK market make a fair contribution to the Exchequer. It is anticipated to collect £2 billion in revenue. I welcome the support expressed from all parts of the House for the concept of a digital services tax, and thank the Chair of the Treasury Committee, my right hon. Friend the Member for Central Devon (Mel Stride), for his remarks on the subject. I acknowledge the work that he did on the matter while in government. I also note his reference to the need for better data on the loans scheme; the Government will address that and his letter will be responded to shortly.The Bill reduces the tax burden on some of the most vulnerable and deserving members of our society, including the Windrush generation and victims of the troubles, for whom compensation will no longer be subject to income, inheritance or capital gains taxes. Kindertransport payments made by the German Government will no longer be subject to inheritance tax either.This Bill helps in the Government’s efforts to move towards a greener and more sustainable economy, as mentioned by the right hon. Member for Kingston and Surbiton (Sir Edward Davey), and confirms that the CO2 emissions figures for vehicle excise duty will be based on the worldwide harmonised light vehicle test procedure for all new registered cars from 1 April 2020. In addition, zero-emission cars will no longer be subjected to the VED expensive car supplement. These measures  will help to ensure that, as our economy develops and grows, it does not jeopardise our environment. I know that many of these measures will attract widespread support across the House. I thank Opposition Members for the constructive and collegiate approach that they have taken over the past few weeks. In that spirit, let me address some of the valuable points raised further in today’s debate.The shadow Chancellor raised a number of important issues, including tax avoidance, which was also raised by the right hon. Member for Warley (John Spellar). This is a priority for the Government, and in last month’s Budget the Chancellor announced further measures, including legislation to strengthen HMRC’s existing anti-avoidance powers. The Government also plan to issue a call for evidence on the next steps to reduce or end the use of disguised remuneration schemes.The shadow Chancellor also touched on the subject of entrepreneurs’ relief, a point echoed by my hon. Friend the Member for Weston-super-Mare (John Penrose). Most of the cost of this relief previously came from those making gains over £1 million. With such extreme gains now ineligible for this relief, we can ensure that the support is targeted where it was intended: at small businesses.My hon. Friend the Member for Arundel and South Downs (Andrew Griffith) raised the prospect of a unified income tax and national insurance regime. The Government are indeed committed to a tax system that is simple and easy to use, which is why we created the Office of Tax Simplification in 2010 and put it on a permanent statutory basis in 2016. We have implemented more than half of the 400 recommendations that the OTS has made to date.Tonight, this House once again has the opportunity to come together in the national interest. This Bill gives us the tools we need to mitigate the worst effects of the virus today, but it also lays the foundations that will allow our economy to return to strength in the months and years ahead. This is a Bill that will ensure that we truly have a 21st-century tax system: one that is not only competitive but fair and sustainable — a Bill that will help to deliver our commitment to zero carbon emissions by 2050, positioning the United Kingdom at the forefront of clean and sustainable future growth; a Bill that will help Britain to bounce back, levelling up investment and opportunity and putting in place the pro-enterprise policies that will ensure that this country remains one of the best places in the world to start and grow a business, a point made very eloquently in an informed speech by my hon. Friend the Member for South Cambridgeshire (Anthony Browne).Through the action that the Government have taken, and with the support of the whole House, we will defeat this virus. We have heard speeches from the Shetlands to Central Devon, and from many constituencies in between. Everyone is committed to ensuring that the Government do everything they can to relieve the distress that our nation is now enduring. We will shepherd our  country safely through this period of uncertainty and disruption. The United Kingdom will emerge from this crisis stronger, more resilient and more united than before. For all these reasons, I commend the Bill to the House.",24839,John,Glen,27/04/2020,Conservative,Salisbury,4
text26901,"First, these are of course temporary measures. A 90-day rolling review, which I think the hon. Lady is proposing, would undermine the certainty that we are giving businesses in terms of these particular measures. She will know, however, that should the Government wish to extend any of the measures, they will be subject to made affirmative or draft affirmative procedures, so they will come before the House before there is any opportunity to extend them further.I now return to the issue of trying to get the construction sector moving. In 2018, this sector represented almost 9% of our GDP. Lockdown has had a profound impact on construction sites across the country. We estimate that almost 1,200 unimplemented major residential planning permissions, with capacity to deliver over 60,000 homes, have lapsed or will lapse between the start of lockdown on 23 March and 31 December this year. Therefore, the Bill introduces powers to extend these planning permissions and listed building consents to 1 April 2021. This will be automatic for permissions that have not lapsed at the point that these measures come into force. Lapsed permissions can be reinstated and can benefit from the same extension, but subject to necessary environmental approvals.We will also make it quicker for developers to apply for longer construction site working hours. This will help to facilitate safe working — for example, by staggering workers’ hours — and to make up for lost progress. Applications will be concluded within 14 days. This measure does not apply to applications from individual householders. Local authorities retain discretion and can refuse applications where there would be an unacceptable impact. Again, this is a temporary measure. Extended hours can only last up until 1 April 2021, unless extended by secondary legislation.",24902,Alok,Sharma,29/06/2020,Conservative,Reading West,3
text48286,"The provision of credit, as I have suggested to some of the hon. Gentleman’s colleagues, has been very generous during this covid-19 period. Obviously, we can refine the process and we are very open to listening to ideas from hon. and right hon. Members about how we can do that. I would like to point out that, last year, in his constituency of Midlothian, we issued something like £49 million-worth of credit. Many of the companies in his constituency have been very grateful and very happy to receive that money.",24770,Kwasi,Kwarteng,10/11/2020,Conservative,Spelthorne,4
text50907,"At every stage, we on the Government side of the House have championed the importance of schools and getting children back into schools. We have done everything we can to support schools to welcome children back. We have done everything we can in terms of the over half a million laptops that are going to be distributed, and are being distributed, to schools to support remote learning. We recognise the fact that children have lost out as a result of this covid pandemic. That is why the Government pledged £1 billion-worth of support to schools to help them catch up that lost learning.",24729,Gavin,Williamson,23/11/2020,Conservative,South Staffordshire,2
text21004,"The horse has bolted. I do not understand why the Secretary of State does not get this. She will not be able to screen people at ports, she cannot track them when they leave the airports, she cannot enforce quarantine when people get to their homes and she cannot even ensure that those who might be covid positive are not using public transport to get from the ports to their homes, so she will not be protecting anybody. Can she name a single country in Europe that has a higher infection rate than the UK?",10761,Chris,Bryant,03/06/2020,Labour,Rhondda,1
